회차,순번,당첨등수,당첨유형,당첨유형코드,판매점명,판매점ID,전화번호,운영코드,시도,시군구,상세주소,전체주소,위도,경도,로또645판매,연금복권판매,스피또1000판매,스피또2000판매,신규연금복권판매
704,23,2,,N,아로마포미둔산점,13090018,042-487-0307,1,대전,서구,둔산2동,대전 서구 둔산2동 1075번지 경희빌딩1층,36.351234,127.3758,Y,N,Y,Y,Y
704,24,2,,N,복권방휴게실,13000048,042-534-8999,1,대전,서구,도마1동,대전 서구 도마1동 129-9번지,36.315455,127.3792,Y,N,Y,Y,Y
704,25,2,,N,선마트,13090031,042-272-3793,3,대전,동구,자양동,대전 동구 자양동 51-11번지,36.311916,127.44233,N,Y,Y,Y,Y
704,26,2,,N,행운슈퍼,13010013,042-625-4522,1,대전,대덕구,오정동,대전 대덕구 오정동 80-22번지,36.355967,127.409285,Y,N,Y,Y,Y
704,28,2,,N,가판대,14100585,031-441-3865,3,경기,안양시 만안구,안양동,경기 안양시 만안구 안양동 456-2번지,37.392699,126.925982,N,Y,Y,Y,Y
704,29,2,,N,천하명당복권방,14100118,031-246-1266,1,경기,수원시 팔달구,매산로1가(매산동),경기 수원시 팔달구 매산로1가(매산동) 58-20,37.266647,127.00188,Y,N,Y,Y,Y
704,30,2,,N,천하명당복권방,14100118,031-246-1266,1,경기,수원시 팔달구,매산로1가(매산동),경기 수원시 팔달구 매산로1가(매산동) 58-20,37.266647,127.00188,Y,N,Y,Y,Y
704,31,2,,N,무지개 복권,14120046,031-215-6571,1,경기,수원시 영통구,매탄동,경기 수원시 영통구 매탄동 1194-4,37.26482,127.08312,Y,N,N,N,N
704,32,2,,N,분당고속터미널,14100284,031-725-4000,1,경기,성남시 분당구,야탑동(야탑1동),경기 성남시 분당구 야탑동(야탑1동) 341 테마폴리스1층,37.413086,127.127304,Y,N,Y,Y,Y
704,34,2,,N,대박복권나라,14110335,031-963-6425,3,경기,고양시 덕양구,관산동,경기 고양시 덕양구 관산동 238-10번지,37.688564,126.861903,Y,N,N,N,N
704,35,2,,N,주택복권판매소,14200097,033-243-4404,3,강원,춘천시,조양동(조운동),강원 춘천시 조양동(조운동) 37-11 대우증권옆 가판,37.879971,127.728482,N,Y,Y,Y,Y
704,36,2,,N,혹시나도,14310067,043-883-3376,3,충북,음성군,감곡면 왕장리,충북 음성군 감곡면 왕장리 521-9번지 복권방,37.119132,127.639357,N,N,N,N,Y
704,37,2,,N,대박슈퍼,14410113,,1,세종,,조치원읍 침산리,세종  조치원읍 침산리 269-8번지 1층 101호,36.60351,127.2912,Y,N,Y,Y,Y
704,38,2,,N,으뜸로또복권방,14410065,041-631-6268,1,충남,홍성군,홍성읍 오관리,충남 홍성군 홍성읍 오관리 453 4필지,36.597737,126.66287,Y,N,Y,Y,Y
704,39,2,,N,한아름매점,14400020,041-641-4701,1,충남,홍성군,광천읍 광천리,충남 홍성군 광천읍 광천리 173-6,36.503245,126.62556,Y,N,Y,Y,Y
704,40,2,,N,0,14410090,041-576-3958,3,충남,천안시 서북구,성정동(성정1동),충남 천안시 서북구 성정동(성정1동) 729-6,36.813867,127.139946,N,Y,Y,Y,Y
704,41,2,,N,왔다복권,14490018,041-571-0377,1,충남,천안시 서북구,성정동,충남 천안시 서북구 성정동 646-12번지,36.823118,127.137684,Y,N,Y,Y,Y
704,43,2,,N,대박복권방,14590061,,1,전북,전주시 덕진구,송천동2가,전북 전주시 덕진구 송천동2가 245-1번지,35.866425,127.12329,Y,N,Y,Y,Y
704,44,2,,N,인생역전복권방,14590018,063-442-7922,3,전북,군산시,경암동,전북 군산시 경암동 640-31번지,35.970089,126.705191,Y,N,N,N,N
704,45,2,,N,인생역전복권방,14590018,063-442-7922,3,전북,군산시,경암동,전북 군산시 경암동 640-31번지,35.970089,126.705191,Y,N,N,N,N
704,46,2,,N,진도로또,14620024,,3,전남,진도군,진도읍 동외리,전남 진도군 진도읍 동외리 1151-2 진도로또,34.481274,126.269322,N,Y,Y,Y,Y
704,47,2,,N,대불로또판매점,14630016,070-7721-1770,1,전남,영암군,삼호읍 용앙리,전남 영암군 삼호읍 용앙리 1691-12 1층 101호,34.751584,126.45544,Y,N,Y,Y,Y
704,48,2,,N,북부상회,14600070,061-763-2413,1,전남,광양시,광양읍 칠성리,전남 광양시 광양읍 칠성리 901-2,34.979312,127.58304,Y,N,Y,Y,Y
704,49,2,,N,일화로또,14710115,054-682-6450,3,경북,영양군,영양읍 서부리,경북 영양군 영양읍 서부리 237-3번지,36.664296,129.113859,N,Y,Y,Y,Y
704,50,2,,N,명진,14720005,,1,경북,경주시,용강동,경북 경주시 용강동 1310-8번지 나동 105호,35.83473,129.21098,Y,N,Y,Y,Y
704,51,2,,N,명당편의점,14810168,055-741-0549,3,경남,진주시,이현동,경남 진주시 이현동 13-54번지,35.192084,128.0631,Y,N,N,N,N
705,6,1,자동,Q,종합가판점,11100891,02-959-5686,1,서울,동대문구,전농동,서울 동대문구 전농동 620-69번지 청량리역 4번출구 가판,37.579699,127.04497,Y,Y,Y,Y,Y
705,21,1,수동,M,하영,12830030,032-568-2747,1,인천,서구,연희동(청라동),인천 서구 연희동(청라동) 796-10,37.530947,126.65632,Y,N,Y,Y,Y
705,26,1,자동,Q,영화유통(1등복권방),13190001,052-269-9851,1,울산,남구,달동,울산 남구 달동 758번지 삼성아파트 상가 204-101,35.534272,129.32176,Y,N,Y,Y,Y
705,32,1,자동,Q,죽전열쇠 로또복권방,14100665,031-263-1230,1,경기,용인시 수지구,죽전동,경기 용인시 수지구 죽전동 468-5 신흥빌딩101,37.32786,127.11366,Y,N,Y,Y,Y
705,1,2,,N,노다지로또,11101507,02-434-3020,1,서울,중랑구,면목본동,서울 중랑구 면목본동 74-35번지,37.589475,127.09178,Y,Y,Y,Y,Y
705,2,2,,N,바로정보,11101457,02-2652-1016,1,서울,양천구,목3동,서울 양천구 목3동 603-8번지,37.549167,126.8676,Y,N,Y,Y,Y
705,3,2,,N,영광정보통신,11101587,02-911-5016,1,서울,성북구,하월곡동,서울 성북구 하월곡동 37-18번지,37.602694,127.04251,Y,N,Y,Y,Y
705,4,2,,N,복권나라,11190007,02-2245-9298,1,서울,성동구,용답동,서울 성동구 용답동 14-1번지 1층,37.564452,127.05385,Y,N,Y,Y,Y
705,5,2,,N,인더라인25,11101543,02-704-4462,1,서울,마포구,연남동,서울 마포구 연남동 226-15번지,37.581324,126.88854,Y,N,Y,Y,Y
705,7,2,,N,명당복권,11100887,02-969-0959,1,서울,동대문구,용두동,서울 동대문구 용두동 711-4번지 가판,37.57788,127.03573,Y,N,Y,Y,Y
705,8,2,,N,장안2호점,11110468,02-2215-2359,1,서울,동대문구,장안1동,서울 동대문구 장안1동 428-3번지 세븐일레븐장안2호점 내 위치함,37.567058,127.06492,Y,N,Y,Y,Y
705,9,2,,N,원명유통,11120019,070-8243-1266,3,서울,구로구,개봉동,서울 구로구 개봉동 67-28번지 1층 101호,37.501251,126.846345,N,Y,Y,Y,Y
705,10,2,,N,한미복권방,11101573,02-474-5355,3,서울,강동구,성내1동,서울 강동구 성내1동 550번지,37.529194,127.123808,N,Y,Y,Y,Y
705,11,2,,N,GS25(청담삼익점),21100101,02-511-7205,3,서울,강남구,청담동,서울 강남구 청담동 133-6번지 승창빌딩 1034호,37.520862,127.057602,Y,N,N,N,N
705,12,2,,N,과정미니슈퍼,12600156,,1,부산,연제구,연산9동,부산 연제구 연산9동 399-12번지,35.18786,129.10162,Y,N,Y,Y,Y
705,13,2,,N,복권방,12610096,051-894-5805,3,부산,부산진구,개금동,부산 부산진구 개금동 258-1번지 1층일부,35.157004,129.025035,N,N,Y,Y,Y
705,14,2,,N,화신상사,12600074,051-556-5531,1,부산,동래구,명륜동,부산 동래구 명륜동 502-5번지,35.20508,129.08173,Y,N,Y,Y,Y
705,15,2,,N,돈벼락맞는곳,12600086,051-636-3669,1,부산,동구,범일동,부산 동구 범일동 833-5번지,35.139161,129.05993,Y,N,Y,Y,Y
705,16,2,,N,복권명당,12700324,053-252-6525,3,대구,중구,태평로1가,대구 중구 태평로1가 19-1번지,35.873936,128.599431,N,Y,Y,Y,Y
705,17,2,,N,복권명당,12790046,053-525-0354,1,대구,서구,비산동,대구 서구 비산동 151-28번지,35.871833,128.57695,Y,N,Y,Y,Y
705,18,2,,N,세진전자통신,12700270,053-566-4466,1,대구,서구,평리동,대구 서구 평리동 1094-4번지,35.871898,128.55519,Y,Y,Y,Y,Y
705,19,2,,N,로또명당(효목점),12790031,053-745-6450,1,대구,동구,효목동,대구 동구 효목동 353-8번지,35.877993,128.6401,Y,N,Y,Y,Y
705,20,2,,N,훼미리마트인천선학점,12810023,032-818-7080,1,인천,연수구,선학동,인천 연수구 선학동 357-1번지 송암코아104호cu편의점내,37.410154,126.66603,Y,N,Y,Y,Y
705,22,2,,N,하영,12830030,032-568-2747,1,인천,서구,연희동(청라동),인천 서구 연희동(청라동) 796-10,37.530947,126.65632,Y,N,Y,Y,Y
705,23,2,,N,로또복권판매소,12810084,032-555-9253,3,인천,계양구,임학동,인천 계양구 임학동 28-5번지,37.54739,126.736424,Y,N,N,N,N
705,24,2,,N,시청역복권방,13010091,042-472-4229,3,대전,서구,둔산동,대전 서구 둔산동 1453번지 대덕프라자106호 세븐일레븐편의점,36.350977,127.38829,Y,N,N,N,N
705,25,2,,N,에브리데이,13110011,,1,울산,동구,서부동,울산 동구 서부동 113-49번지,35.49894,129.42396,Y,N,N,N,N
705,27,2,,N,행운로또복권방,14110133,031-947-0901,3,경기,파주시,광탄면 신산1리,경기 파주시 광탄면 신산1리 215-20번지,37.782775,126.860337,N,N,Y,Y,N
705,28,2,,N,천하명당,14120115,,1,경기,파주시,문산읍 당동리,경기 파주시 문산읍 당동리 890-1번지 좋은빌딩2 107호,37.866948,126.78363,Y,Y,Y,Y,Y
705,29,2,,N,행운의집(미니슈퍼),14190037,031-636-2446,1,경기,이천시,중리동,경기 이천시 중리동 235 1층,37.277984,127.43763,Y,N,Y,Y,N
705,30,2,,N,GS25(이천대월점),24100315,031-636-8061,3,경기,이천시,대월면 사동리,경기 이천시 대월면 사동리 347-138번지,37.244381,127.494629,N,N,N,N,N
705,31,2,,N,행복로또,14130140,031-333-0067,3,경기,용인시 처인구,모현면 왕산리,경기 용인시 처인구 모현면 왕산리 743-5 101호,37.347406,127.2512,N,Y,Y,Y,N
705,33,2,,N,복권명당,14190111,031-403-5282,1,경기,안산시 단원구,와동,경기 안산시 단원구 와동 760-5번지 102호,37.341156,126.82365,Y,N,Y,Y,Y
705,34,2,,N,부엉이로또방,14130122,,1,경기,시흥시,정왕동,경기 시흥시 정왕동 2037-1 1층 102호,37.342143,126.68897,Y,N,Y,Y,Y
705,35,2,,N,현대화체인점,14100330,031-255-2956,1,경기,수원시 장안구,정자동,경기 수원시 장안구 정자동 46-2,37.292857,127.00131,Y,Y,Y,Y,Y
705,36,2,,N,세일마트,14120049,031-242-3702,1,경기,수원시 장안구,연무동,경기 수원시 장안구 연무동 193-67,37.288588,127.02038,Y,N,Y,Y,N
705,37,2,,N,드림월드,14100135,031-745-6737,1,경기,성남시 수정구,신흥동,경기 성남시 수정구 신흥동 996번지,37.454402,127.15,Y,N,Y,Y,Y
705,38,2,,N,마리오슈퍼,14100303,032-667-5368,1,경기,부천시 소사구,심곡본동,경기 부천시 소사구 심곡본동 675-1번지,37.507361,126.75391,Y,Y,Y,Y,Y
705,39,2,,N,초월대박복권방,14190050,031-767-2254,1,경기,광주시,초월읍 대쌍령리,경기 광주시 초월읍 대쌍령리 196-18,37.386704,127.28823,Y,Y,Y,Y,Y
705,40,2,,N,D-마트담배,14200134,033-637-7772,1,강원,속초시,조양동,강원 속초시 조양동 1498-2번지,38.190047,128.58006,Y,N,Y,Y,Y
705,41,2,,N,황금복돼지복권방,14230013,033-575-6450,1,강원,삼척시,교동,강원 삼척시 교동 763-6,37.447818,129.17486,Y,N,Y,Y,Y
705,42,2,,N,로또명당금왕점,14310094,043-881-9010,1,충북,음성군,금왕읍 무극리,충북 음성군 금왕읍 무극리 669번지 세븐일레븐 금왕점,36.990975,127.58637,Y,N,N,N,N
705,43,2,,N,이번 주인공은 당신!,14420023,,1,충남,아산시,신창면 남성3리,충남 아산시 신창면 남성3리 103번지,36.791927,126.95762,Y,N,Y,Y,Y
705,44,2,,N,로또복권방,14430034,041-664-3477,1,충남,서산시,동문동(동문2동),충남 서산시 동문동(동문2동) 797-13 미림화랑 옆 1층 상가,36.783356,126.45343,Y,Y,Y,Y,Y
705,45,2,,N,대박복권방,14510045,063-242-1860,1,전북,전주시 덕진구,인후동1가(인후3동),전북 전주시 덕진구 인후동1가(인후3동) 846-5,35.834676,127.16471,Y,N,Y,Y,Y
705,46,2,,N,대박복권방,14510045,063-242-1860,1,전북,전주시 덕진구,인후동1가(인후3동),전북 전주시 덕진구 인후동1가(인후3동) 846-5,35.834676,127.16471,Y,N,Y,Y,Y
705,47,2,,N,가자복권천국,14610042,061-282-3320,1,전남,목포시,상동,전남 목포시 상동 878-4번지,34.803476,126.42566,Y,Y,Y,Y,Y
705,48,2,,N,알리바이(나주점),14600083,061-334-7179,1,전남,나주시,금성동,전남 나주시 금성동 2-2번지 알리바이,35.031329,126.71715,Y,Y,Y,Y,Y
705,49,2,,N,복권명당,14720042,054-291-5566,1,경북,포항시 남구,오천읍 원리,경북 포항시 남구 오천읍 원리 1075번지,35.973502,129.40208,Y,Y,Y,Y,Y
705,50,2,,N,불타는복권,14790030,054-638-3430,1,경북,영주시,풍기읍 동부리,경북 영주시 풍기읍 동부리 418-2번지,36.869909,128.52666,Y,N,Y,Y,Y
705,51,2,,N,동양무선사,14810198,055-931-2272,3,경남,합천군,합천읍 합천리,경남 합천군 합천읍 합천리 670-34번지,35.566569,128.161004,N,Y,Y,Y,Y
705,52,2,,N,드림복권,14820024,,3,경남,진주시,초전동,경남 진주시 초전동 803-3번지 CU편의점 내,35.17124,128.060776,N,Y,Y,Y,Y
705,53,2,,N,수퍼복권나라,14890017,055-327-5825,1,경남,김해시,안동,경남 김해시 안동 543-3번지 1층,35.172788,128.81563,Y,Y,Y,Y,Y
706,4,1,자동,Q,수공화원로또,11110100,02-2295-5848,3,서울,성동구,마장동,서울 성동구 마장동 792번지 1층 수공화원,37.565344,127.042278,Y,N,N,N,N
706,6,1,자동,Q,일이오마켓,11100980,02-586-3754,3,서울,서초구,방배동(방배2동),서울 서초구 방배동(방배2동) 454-20,37.479423,126.983435,Y,N,N,N,N
706,19,1,자동,Q,부일카서비스,12600054,051-637-7747,1,부산,동구,범일동,부산 동구 범일동 830-195번지,35.140055,129.06305,Y,N,Y,Y,Y
706,41,1,수동,M,로또복권,14420029,,1,충남,아산시,배방읍 세교리,충남 아산시 배방읍 세교리 965-5번지 101호,36.77737,127.08154,Y,Y,Y,Y,Y
706,1,2,,N,대박복권방,11100120,02-2235-4010,1,서울,중구,무학동,서울 중구 무학동 11-2번지 1층3호,37.565041,127.0158,Y,N,Y,Y,Y
706,2,2,,N,GS25(서울역점),21100413,02-704-5135,3,서울,용산구,동자동,서울 용산구 동자동 43-120번지,37.554,126.972296,N,N,Y,Y,N
706,3,2,,N,우일,11100724,02-430-8418,1,서울,송파구,마천2동,서울 송파구 마천2동 25-2번지,37.499951,127.14397,Y,Y,Y,Y,Y
706,5,2,,N,노다지복권방,11100144,02-466-0889,3,서울,성동구,성수2가3동,서울 성동구 성수2가3동 316-61번지 1층 1호,37.543237,127.054348,N,N,Y,Y,Y
706,7,2,,N,미니행운로또,11110709,,3,서울,동작구,사당동(사당제2동),서울 동작구 사당동(사당제2동) 147-78,37.485318,126.969972,N,Y,Y,Y,Y
706,8,2,,N,참텔레콤,11101488,02-2217-3011,1,서울,동대문구,답십리2동,서울 동대문구 답십리2동 53-6번지,37.57267,127.05754,Y,N,Y,Y,Y
706,9,2,,N,종합가판점,11100891,02-959-5686,1,서울,동대문구,전농동,서울 동대문구 전농동 620-69번지 청량리역 4번출구 가판,37.579699,127.04497,Y,Y,Y,Y,Y
706,10,2,,N,종합가판점,11100891,02-959-5686,1,서울,동대문구,전농동,서울 동대문구 전농동 620-69번지 청량리역 4번출구 가판,37.579699,127.04497,Y,Y,Y,Y,Y
706,11,2,,N,종합가판점,11100891,02-959-5686,1,서울,동대문구,전농동,서울 동대문구 전농동 620-69번지 청량리역 4번출구 가판,37.579699,127.04497,Y,Y,Y,Y,Y
706,12,2,,N,참텔레콤,11101488,02-2217-3011,1,서울,동대문구,답십리2동,서울 동대문구 답십리2동 53-6번지,37.57267,127.05754,Y,N,Y,Y,Y
706,13,2,,N,로또판매점,11110255,,1,서울,노원구,상계동,서울 노원구 상계동 111-475번지,37.670866,127.07999,Y,N,N,N,N
706,14,2,,N,행운복권방,11130027,,1,서울,금천구,가산동,서울 금천구 가산동 371-28 비동 지하층 125호,37.47999,126.88259,Y,N,Y,Y,Y
706,15,2,,N,복권마을,11100130,02-3281-0021,1,서울,구로구,구로4동,서울 구로구 구로4동 805-20번지,37.48533,126.88603,Y,N,Y,Y,Y
706,16,2,,N,백악관앞가판,11101234,02-2201-3961,1,서울,광진구,중곡동,서울 광진구 중곡동 115-4번지,37.553263,127.08916,Y,N,Y,Y,Y
706,17,2,,N,복권전문점,11190012,02-981-9864,1,서울,강북구,미아동,서울 강북구 미아동 460-55번지,37.615547,127.02861,Y,N,Y,Y,Y
706,18,2,,N,대성복권,11110178,02-445-6979,3,서울,강남구,세곡동,서울 강남구 세곡동 164-10 164-10,37.463355,127.107338,Y,N,N,N,N
706,20,2,,N,돈벼락맞는곳,12600260,051-463-0337,3,부산,동구,초량동,부산 동구 초량동 1207-21번지 1층CU편의점,35.115642,129.039517,N,N,Y,Y,N
706,21,2,,N,다산종합관리,12790024,053-982-7911,3,대구,동구,용계동,대구 동구 용계동 420-6번지,35.877803,128.67618,Y,N,N,N,N
706,22,2,,N,세븐일레븐 간석 중앙점,12800015,,1,인천,남동구,간석동,인천 남동구 간석동 253-3번지,37.460722,126.71147,Y,N,Y,Y,Y
706,23,2,,N,노다지복권방,12800071,032-261-2149,1,인천,남구,학익동,인천 남구 학익동 264-6번지 외7필지125호,37.443245,126.66467,Y,N,Y,Y,Y
706,24,2,,N,노다지복권방,12800071,032-261-2149,1,인천,남구,학익동,인천 남구 학익동 264-6번지 외7필지125호,37.443245,126.66467,Y,N,Y,Y,Y
706,25,2,,N,복권천국,12800048,032-555-5078,3,인천,계양구,동양동,인천 계양구 동양동 604-2번지,37.562125,126.754835,N,N,N,N,N
706,26,2,,N,우미슈퍼,12900084,062-681-0435,1,광주,서구,풍암동,광주 서구 풍암동 1132번지 우미아파트상가118동-101호,35.126871,126.88219,Y,N,Y,Y,Y
706,27,2,,N,신영복권방,12990020,062-224-2898,3,광주,동구,계림동,광주 동구 계림동 485-58번지 신영복권방,35.157504,126.918176,Y,N,N,N,N
706,28,2,,N,로또공인중개사사무소,13000114,042-285-4585,1,대전,동구,용운동,대전 동구 용운동 437-3번지,36.328757,127.45428,Y,N,Y,Y,Y
706,29,2,,N,금강수여울목,13000179,042-935-0326,1,대전,대덕구,신탄진동,대전 대덕구 신탄진동 143-23번지,36.449511,127.429363,Y,N,Y,Y,Y
706,30,2,,N,크린스피드 화성남양1호점,14130198,,1,경기,화성시,남양읍 남양리,경기 화성시 남양읍 남양리 2072-4,37.213675,126.74026,Y,N,Y,Y,Y
706,31,2,,N,행운복권방,14190163,031-544-2517,1,경기,포천시,소흘읍 송우리,경기 포천시 소흘읍 송우리 128-2,37.828831,127.14752,Y,N,Y,Y,Y
706,32,2,,N,네추럴하우스(평택점),14100788,031-652-9767,1,경기,평택시,통복동,경기 평택시 통복동 98-16 1층 상가,36.995638,127.08359,Y,N,Y,Y,Y
706,33,2,,N,OK편의점,14100441,031-635-0355,1,경기,이천시,중리동,경기 이천시 중리동 201,37.27987,127.44389,Y,N,Y,Y,Y
706,34,2,,N,OK편의점,14100441,031-635-0355,1,경기,이천시,중리동,경기 이천시 중리동 201,37.27987,127.44389,Y,N,Y,Y,Y
706,35,2,,N,-,14110303,070-7747-9857,3,경기,의정부시,신곡동,경기 의정부시 신곡동 519-19번지,37.745545,127.058903,N,N,Y,N,N
706,36,2,,N,우리로또복권,14110285,,1,경기,연천군,청산면 초성리,경기 연천군 청산면 초성리 439-18번지,37.982903,127.06925,Y,N,Y,Y,Y
706,37,2,,N,그린하이퍼,14100287,070-8187-9177,3,경기,시흥시,월곶동(군자동),경기 시흥시 월곶동(군자동) 1006-4 유호플러스빌105호,37.388501,126.740187,Y,N,N,N,N
706,38,2,,N,일주일행복로또(파장매표소),14100544,031-253-7410,1,경기,수원시 장안구,파장동,경기 수원시 장안구 파장동 572-39,37.306816,126.99183,Y,Y,Y,Y,Y
706,39,2,,N,로또명당,14110009,031-902-0839,3,경기,고양시 일산동구,풍동,경기 고양시 일산동구 풍동 633번지 동국프라자2층1-2호,37.684257,126.771958,Y,N,N,N,N
706,40,2,,N,드림통신,14400074,041-549-7011,1,충남,아산시,염치읍 석정리,충남 아산시 염치읍 석정리 28-9번지,36.801379,127.00758,Y,N,Y,Y,Y
706,42,2,,N,나눔로또 토토,14490024,041-666-7997,1,충남,서산시,인지면 둔당리,충남 서산시 인지면 둔당리 224 아진아파트상가1층105호,36.757728,126.42877,Y,N,Y,Y,Y
706,43,2,,N,여기있었네복권방,14500044,063-546-6452,1,전북,김제시,요촌동,전북 김제시 요촌동 474-3번지,35.799391,126.88457,Y,N,Y,Y,Y
706,44,2,,N,화이트마트,14600046,061-664-5870,1,전남,여수시,공화동,전남 여수시 공화동 1064번지,34.74468,127.74203,Y,N,Y,Y,Y
706,45,2,,N,DC백화점문수점,14600052,061-653-6969,1,전남,여수시,문수동,전남 여수시 문수동 82-6번지,34.753671,127.73743,Y,Y,Y,Y,N
706,46,2,,N,구례로또,14610086,061-783-0645,1,전남,구례군,구례읍 봉동리,전남 구례군 구례읍 봉동리 317-9번지,35.208713,127.46478,Y,N,Y,Y,Y
706,47,2,,N,CU(포항오거리점),24700041,054-242-2229,3,경북,포항시 북구,죽도동,경북 포항시 북구 죽도동 42-17번지,36.033847,129.364677,Y,N,N,N,N
706,48,2,,N,천마복권.로손상모점,14710065,054-465-5434,3,경북,구미시,임은동(상모사곡동),경북 구미시 임은동(상모사곡동) 804-6 로숀편의점 내,36.091802,128.358777,N,Y,Y,Y,Y
706,49,2,,N,행운복권,14790016,054-608-7360,1,경북,구미시,신평동,경북 구미시 신평동 132-7번지,36.123833,128.36258,Y,Y,Y,Y,Y
706,50,2,,N,진교로또복권판매점,14820038,055-882-4454,3,경남,하동군,진교면 진교리,경남 하동군 진교면 진교리 302-70번지,35.028512,127.903042,N,Y,Y,Y,Y
706,51,2,,N,월드복권방,14800180,055-649-4994,1,경남,통영시,북신동,경남 통영시 북신동 697-1번지 월드마트 내,34.856579,128.42769,Y,N,Y,Y,Y
706,52,2,,N,로또정량점,14810145,055-643-0147,1,경남,통영시,정량동,경남 통영시 정량동 1158-57 7호,34.84517,128.43008,Y,N,Y,Y,Y
706,53,2,,N,스포츠복권방,14890023,055-363-8300,1,경남,양산시,물금읍 범어리,경남 양산시 물금읍 범어리 386-1번지,35.330868,129.00669,Y,N,Y,Y,Y
706,54,2,,N,블루진 로또점,14830042,055-637-2752,1,경남,거제시,고현동,경남 거제시 고현동 98-5 102호,34.885797,128.62365,Y,N,Y,Y,Y
706,55,2,,N,무진장로또,14910016,064-755-0071,3,제주,제주시,일도일동(일도1동),제주 제주시 일도일동(일도1동) 1047-4,33.511914,126.53149,Y,N,N,N,N
707,12,1,수동,M,토큰판매소,11101242,02-472-5738,1,서울,송파구,풍납1동,서울 송파구 풍납1동 480번지,37.536702,127.12236,Y,Y,Y,Y,Y
707,21,1,자동,Q,예스마트,11190158,02-2693-3721,1,서울,강서구,화곡동(화곡본동),서울 강서구 화곡동(화곡본동) 29-52,37.545988,126.84748,Y,N,Y,Y,Y
707,28,1,수동,M,복권명당(동아스포츠점),12700337,053-783-4125,1,대구,수성구,지산동,대구 수성구 지산동 1258-12번지 1층,35.825687,128.63169,Y,N,Y,Y,Y
707,29,1,자동,Q,무한대박,12810022,032-811-0752,1,인천,연수구,연수동,인천 연수구 연수동 571-1번지,37.418674,126.68116,Y,N,Y,Y,Y
707,43,1,자동,Q,복권백화점,14100195,031-943-7477,1,경기,파주시,금촌2동,경기 파주시 금촌2동 329-135번지,37.763647,126.76994,Y,N,Y,Y,Y
707,58,1,수동,M,홈돌이로또복권,14100732,031-999-8082,1,경기,김포시,감정동,경기 김포시 감정동 692번지 삼성홈플러스2층,37.624003,126.69802,Y,N,Y,Y,Y
707,59,1,자동,Q,금도깨비복권전문점,14190057,031-997-6119,1,경기,김포시,하성면 원산리,경기 김포시 하성면 원산리 346-1번지,37.709804,126.63473,Y,N,Y,Y,Y
707,61,1,자동,Q,소망복권(cu정발산건영점),14130091,031-815-5941,3,경기,고양시 일산동구,정발산동,경기 고양시 일산동구 정발산동 697,37.668192,126.771629,N,Y,Y,Y,N
707,65,1,수동,M,복권나라,14300022,043-836-1113,1,충북,증평군,증평읍 중동리,충북 증평군 증평읍 중동리 15-3번지,36.783937,127.58088,Y,N,Y,Y,Y
707,71,1,자동,Q,굿모닝,14600078,061-752-4325,1,전남,순천시,매곡동,전남 순천시 매곡동 420-5번지 굿모닝,34.965235,127.48498,Y,N,Y,Y,Y
707,81,1,수동,M,킴스정보,14910019,064-711-2970,3,제주,제주시,용담이동(용담2동),제주 제주시 용담이동(용담2동) 2681-35,33.50696,126.5094,Y,N,N,N,N
707,83,1,수동,M,무진장로또,14910016,064-755-0071,3,제주,제주시,일도일동(일도1동),제주 제주시 일도일동(일도1동) 1047-4,33.511914,126.53149,Y,N,N,N,N
707,1,2,,N,광명식품,11100365,02-392-6067,3,서울,중구,만리동1가,서울 중구 만리동1가 50-2번지,37.557187,126.968273,N,N,N,N,N
707,2,2,,N,광명식품,11100365,02-392-6067,3,서울,중구,만리동1가,서울 중구 만리동1가 50-2번지,37.557187,126.968273,N,N,N,N,N
707,3,2,,N,광명식품,11100365,02-392-6067,3,서울,중구,만리동1가,서울 중구 만리동1가 50-2번지,37.557187,126.968273,N,N,N,N,N
707,4,2,,N,광명식품,11100365,02-392-6067,3,서울,중구,만리동1가,서울 중구 만리동1가 50-2번지,37.557187,126.968273,N,N,N,N,N
707,5,2,,N,광명식품,11100365,02-392-6067,3,서울,중구,만리동1가,서울 중구 만리동1가 50-2번지,37.557187,126.968273,N,N,N,N,N
707,6,2,,N,비원복권,11100313,02-742-9333,1,서울,종로구,와룡동(종로1.2.3.4가동),서울 종로구 와룡동(종로1.2.3.4가동) 68 비원슈퍼,37.574421,126.99119,Y,N,Y,Y,Y
707,7,2,,N,종로3가1호선역2번출구가로판매점82호,11100835,02-743-6544,1,서울,종로구,종로3가(종로1.2.3.4가동),서울 종로구 종로3가(종로1.2.3.4가동) 23-1 가판,37.570706,126.99191,Y,Y,Y,Y,Y
707,8,2,,N,상호없음,11100855,02-3672-5712,3,서울,종로구,창신동,서울 종로구 창신동 509-2번지,37.571674,127.011641,N,N,Y,Y,Y
707,9,2,,N,가로판매점,11101052,02-717-5523,1,서울,용산구,원효로2가,서울 용산구 원효로2가 94-2번지,37.535027,126.96148,Y,N,Y,Y,Y
707,10,2,,N,승리상사,11110363,,3,서울,영등포구,신길동,서울 영등포구 신길동 42-2번지 신길역지하환승통로,37.517125,126.916378,N,Y,Y,Y,Y
707,11,2,,N,새로나문구,11101465,02-2646-9645,3,서울,양천구,신정동,서울 양천구 신정동 294-58번지,37.518898,126.87131,N,N,Y,N,N
